UrbanTotal,UrbanWage,UrbanBusinessIncome,UrbanAsset,UrbanTransfer,RuralTotal,RuralWage,RuralBusinessIncome,RuralAsset,RuralTransfer
31195,19337,3476,3042,5340,11422,4600,4504,252,2066
